num_expediente;fecha;hora;localizacion;numero;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2020S006977;18/05/2020;20:45:00;PASEO. ERMITA DEL SANTO / GTA. PUENTE DE SEGOVIA;1;LATINA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;2;438640,49;4473567,72;N;NULL
2020S006982;19/05/2020;9:30:00;CALL. PRINCIPE DE VERGARA, 32;32;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;NULL;442329,07;4475293,99;N;NULL
2020S006987;15/05/2020;20:45:00;CALL. DUQUESA DE PARCENT, 78;78;LATINA;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;6;436398,72;4471960,98;N;NULL
2020S006990;18/05/2020;21:15:00;CALL. ARREGUI Y ARUEJ / CALL. TRUEBA;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;5;443185,02;4472287,5;N;NULL
2020S007000;19/05/2020;20:00:00;CALL. SERRANO ANGUITA / CALL. HERMANOS ALVAREZ QUINTERO;2;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;2;440864,36;4475371,75;N;NULL
2020S007004;19/05/2020;22:05:00;CALL. RAIMUNDO FERNANDEZ VILLAVERDE / CALL. ALONSO CANO;50;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;7;440942,4;4477494,45;N;NULL
2020S007004;19/05/2020;22:05:00;CALL. RAIMUNDO FERNANDEZ VILLAVERDE / CALL. ALONSO CANO;50;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;440942,4;4477494,45;N;NULL
2020S007007;19/05/2020;8:15:00;ARRY. QUINTA, 0;0;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;6;437376,08;4483751,68;N;NULL
2020S007020;20/05/2020;14:00:00;CALL. MARQUES DE VIANA / CALL. BRAVO MURILLO;2;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;440770,79;4479146,42;N;NULL
2020S007040;20/05/2020;10:05:00;AUTOV. M-500, 0;0;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Conductor;De 40 a 44 años;Mujer;NULL;436146,24;4477414,35;N;NULL
2020S007040;20/05/2020;10:05:00;AUTOV. M-500, 0;0;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Peatón;De 50 a 54 años;Hombre;NULL;436146,24;4477414,35;N;NULL
2020S007044;20/05/2020;8:20:00;CTRA. VICALVARO A RIVAS DEL JARAMA / CTRA. M-203;4;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;450916,85;4471547,52;N;NULL
2020S007057;20/05/2020;21:00:00;AVDA. SANTUARIO DE VALVERDE, 78;78;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;441046,48;4484441,9;N;NULL
2020S007089;21/05/2020;9:10:00;AVDA. FRANCISCO JAVIER SAENZ DE OIZA / GTA. LUIS GARCIA BERLANGA;50;HORTALEZA;Caída;NULL;Bicicleta;Conductor;De 40 a 44 años;Hombre;NULL;447507,52;4483168,08;N;NULL
2020S007094;21/05/2020;20:40:00;CALL. CARRIL DEL CONDE / CALL. CAMINOS;37;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;444481,96;4478972,91;N;NULL
2020S007104;21/05/2020;20:20:00;CALL. SILVANO / GTA. PRAGA;186;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;447061,07;4479274,7;N;NULL
2020S007108;21/05/2020;20:20:00;PASEO. CASTELLANA / CALL. JOSE ORTEGA Y GASSET;22;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;NULL;441586,34;4475725,89;N;NULL
2020S007137;22/05/2020;20:00:00;CALL. GANDIA / AUTOV. M-30;8;RETIRO;Alcance;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;443059,5;4472131,26;N;NULL
2020S007145;23/05/2020;19:50:00;CALL. ARROYO DE POZUELO / CALL. ANIS;9;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta;Conductor;De 70 a 74 años;Hombre;2;434797,95;4478131,93;N;NULL
2020S007156;23/05/2020;11:30:00;CALL. BARBARA DE BRAGANZA, 11;11;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;NULL;441275,81;4474990,76;N;NULL
2020S007159;23/05/2020;8:15:00;AVDA. MIRAFLORES, 1;1;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;2;438142,87;4479122,18;N;NULL
2020S007161;24/05/2020;8:45:00;CALL. ILDEFONSO GONZALEZ VALENCIA / AVDA. POBLADOS;1;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;438741,72;4469435,8;N;NULL
2020S007165;23/05/2020;23:00:00;CALL. TOLEDO, 132;132;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;6;439522,81;4472962,39;N;NULL
2020S007178;23/05/2020;21:00:00;PASEO. CASTELLANA, 160;160;CHAMARTÍN;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Mujer;1;441542,63;4478735,35;N;NULL
2020S007186;24/05/2020;21:15:00;CALL. RIO / CALL. LEGANITOS;4;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;1;439677,19;4474908,41;N;NULL
2020S007187;24/05/2020;21:00:00;RONDA. VALENCIA / CALL. VALENCIA;18;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;3;440447,34;4472989,71;N;NULL
2020S007200;25/05/2020;8:20:00;CALL. ALCALA, 222A;222A;CIUDAD LINEAL;Atropello a persona;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;14;444055,15;4475811,35;N;NULL
2020S007200;25/05/2020;8:20:00;CALL. ALCALA, 222A;222A;CIUDAD LINEAL;Atropello a persona;Despejado;Bicicleta;Peatón;De 35 a 39 años;Mujer;2;444055,15;4475811,35;N;NULL
2020S007203;25/05/2020;9:10:00;CALL. ESCUELA DE VALLECAS / CALL. ARTE FIGURATIVO;12;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;1;450030,62;4467898,27;N;NULL
2020S007204;23/05/2020;9:00:00;AVDA.DOCTOR GARCÍA TAPIA FAROLA 33;47;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;NULL;445019,03;4473719,56;N;NULL
2020S007204;23/05/2020;9:00:00;AVDA.DOCTOR GARCÍA TAPIA FAROLA 33;47;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;1;445019,03;4473719,56;N;NULL
2020S007209;22/05/2020;23:25:00;CALL. ALCALA, 49;49;CENTRO;Alcance;Nublado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;441011,79;4474523,75;N;NULL
2020S007210;24/05/2020;20:25:00;AVDA. BLAS DE LEZO / CALL. MAYORAZGO DE DUARTE;9;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;7;453081,65;4472621,97;N;NULL
2020S007222;25/05/2020;16:00:00;CALL. PRINCIPE DE VERGARA, 31;31;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;442297,85;4475318,87;N;NULL
2020S007230;25/05/2020;17:30:00;AVDA. CIUDAD DE BARCELONA, 53;53;RETIRO;Colisión frontal;Nublado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;442504,05;4472695,25;N;NULL
2020S007244;25/05/2020;23:18:00;PLAZA. ENCARNACION, 2;2;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;2;439688,14;4474599,1;N;NULL
2020S007250;26/05/2020;0:50:00;PASEO. CASTELLANA, 81;81;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;NULL;441320,27;4477646,64;N;NULL
2020S007250;26/05/2020;0:50:00;PASEO. CASTELLANA, 81;81;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;NULL;441320,27;4477646,64;N;NULL
2020S007274;25/05/2020;21:47:00;CALL. SAN BERNARDO, 55;55;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;NULL;440001,41;4475261,13;N;NULL
2020S007277;26/05/2020;16:30:00;CALL. FLORENCIO LLORENTE / CALL. SAMBARA;23;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;444638,7;4476138,98;N;NULL
2020S007286;26/05/2020;9:30:00;PNTE. REY / PQUE. MADRID RIO;0;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;2;438750,7;4474503,02;N;NULL
2020S007307;26/05/2020;21:15:00;CALL. CABEZA MESADA, 5;5;VILLA DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;2;446567,23;4469755,03;N;NULL
2020S007308;27/05/2020;15:00:00;AVDA. MIGUEL HERNANDEZ / CALL. TORREMOLINOS;11;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;NULL;446149,45;4471074,31;N;NULL
2020S007318;26/05/2020;20:20:00;PASEO. COMANDANTE FORTEA, 76;76;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;NULL;437725,73;4475670,69;N;NULL
2020S007320;23/05/2020;21:10:00;CALL. FRANCISCO UMBRAL, 2;2;BARAJAS;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;447054,95;4480498,42;N;NULL
2020S007323;26/05/2020;21:10:00;CALL. ALTO DEL RETIRO / CALL. FERNANDO CHUECA GOITIA;15;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;449706,77;4468866,96;N;NULL
2020S007352;28/05/2020;0:50:00;CALL. ALCALA / CALL. ANTONIO ACUÑA;122;SALAMANCA;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 18 a 20 años;Mujer;1;442993,83;4475293;N;NULL
2020S007355;26/05/2020;7:15:00;AVDA. MANZANARES / PUNLI. ARGANZUELA;134;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;14;439621,9;4472041,45;N;NULL
2020S007355;26/05/2020;7:15:00;AVDA. MANZANARES / PUNLI. ARGANZUELA;134;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Peatón;De 55 a 59 años;Hombre;1;439621,9;4472041,45;N;NULL
2020S007356;28/05/2020;4:00:00;CALL. COMERCIO / CALL. TELLEZ;6;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;442138,04;4472725,18;N;NULL
2020S007358;23/05/2020;9:05:00;CTRA. PARTICULAR DEL TIRO DE PICHON, 0;0;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;NULL;436079,52;4482255,28;N;NULL
2020S007412;27/05/2020;22:00:00;GTA. FRANCISCO BAYEU Y SUBIAS, 1;1;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;6;437676,85;4480569,73;N;NULL
2020S007414;27/05/2020;20:54:00;CALL. ALCALA, 51;51;CENTRO;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Mujer;7;441089,56;4474539,82;N;NULL
2020S007415;27/05/2020;19:55:00;PASEO. SANTA MARIA DE LA CABEZA, 100;100;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Mujer;2;439985,67;4471606,88;N;NULL
2020S007459;28/05/2020;20:30:00;CTRA. COLMENAR VIEJO, KM 13 (SALIDA CARRIL BICI);0;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;441896,85;4481341,21;N;NULL
2020S007559;31/05/2020;9:50:00;CMNO. SANTA MARIA, 31;31;VILLA DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;1;445331,27;4467187,27;N;NULL
2020S007563;30/05/2020;9:32:00;CTRA. ESTACION DE HORTALEZA, 56;56;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;1;445041,64;4481485,36;N;NULL
2020S007567;30/05/2020;21:30:00;PASEO. CASTELLANA / CALL. RAIMUNDO FERNANDEZ VILLAVERDE;81;TETUÁN;Atropello a persona;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;441320,27;4477646,64;N;NULL
2020S007567;30/05/2020;21:30:00;PASEO. CASTELLANA / CALL. RAIMUNDO FERNANDEZ VILLAVERDE;81;TETUÁN;Atropello a persona;Despejado;Bicicleta;Peatón;De 30 a 34 años;Hombre;7;441320,27;4477646,64;N;NULL
2020S007569;30/05/2020;22:15:00;CALL. AYALA / CALL. GENERAL DIAZ PORLIER;90;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Mujer;7;442586,86;4475404,42;N;NULL
2020S007584;31/05/2020;20:55:00;PLAZA. INDEPENDENCIA / C/ SERRANO;4;SALAMANCA;Caída;Nublado;Bicicleta;Conductor;De 30 a 34 años;Hombre;1;441544,73;4474675,95;N;NULL
2020S007585;31/05/2020;21:27:00;CALL. MIGUEL ANGEL, 3;3;CHAMBERÍ;Caída;Nublado;Bicicleta;Conductor;De 35 a 39 años;Hombre;5;441350,61;4476140,47;N;NULL
2020S007605;31/05/2020;14:07:00;AVDA. LAS FUERZAS ARMADAS, 10;10;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;2;445957,94;4481824,73;N;NULL
2020S007605;31/05/2020;14:07:00;AVDA. LAS FUERZAS ARMADAS, 10;10;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 6  a  9 años;Hombre;14;445957,94;4481824,73;N;NULL
2020S007618;01/06/2020;16:40:00;CALL. JOSE ABASCAL, 29;29;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;7;440741,32;4476668,43;N;NULL
2020S007621;29/05/2020;21:25:00;CALL. MAYOR, 59;59;CENTRO;Atropello a persona;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;NULL;439781,81;4474128,57;NULL;NULL
2020S007621;29/05/2020;21:25:00;CALL. MAYOR, 59;59;CENTRO;Atropello a persona;Despejado;Bicicleta;Peatón;De 60 a 64 años;Hombre;7;439781,81;4474128,57;N;NULL
2020S007626;01/06/2020;16:15:00;CALL. GUADARRAMA, 7;7;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;437944,94;4473707,62;N;NULL
2020S007632;28/05/2020;19:15:00;CALL. JESUS FERNANDEZ SANTOS, 2;2;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;2;444492,62;4483692,55;N;NULL
2020S007634;29/05/2020;17:10:00;CALL. VALDETORRES DE JARAMA, 5;5;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Mujer;7;445177,68;4480373,35;N;NULL
2020S007636;01/06/2020;22:00:00;CALL. GANDHI, 21;21;CIUDAD LINEAL;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;446128,47;4475010,09;N;NULL
2020S007646;30/05/2020;9:50:00;AVDA. LAS FUERZAS ARMADAS, 142;142;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;446541,65;4481766,85;N;NULL
2020S007668;21/05/2020;20:55:00;CALL. GENERAL RICARDOS / CALL. MONSEÑOR OSCAR ROMERO;202;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;NULL;437465,57;4470803,39;N;NULL
2020S007677;02/06/2020;20:45:00;CALL. CIRCE, 50;50;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;NULL;448229,83;4476982,62;N;NULL
2020S007677;02/06/2020;20:45:00;CALL. CIRCE, 50;50;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Bicicleta;Peatón;De 50 a 54 años;Mujer;7;448229,83;4476982,62;N;NULL
2020S007678;02/06/2020;21:20:00;AVDA. LUIS ARAGONES, 4;4;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;1;448995,3;4476323,45;N;NULL
2020S007679;02/06/2020;20:30:00;RONDA. SUR / CALL. MUDELA;61;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;1;442619,72;4470256,52;N;NULL
2020S007681;02/06/2020;21:20:00;CTRA. RODAJOS / CTRA. RODAJOS;2;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;3;433929,98;4473734,87;N;NULL
2020S007685;02/06/2020;21:30:00;CUSTA. SANTO DOMINGO, 10;10;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;7;439805,26;4474559,01;N;NULL
2020S007694;03/06/2020;7:50:00;CALL. CARLOS DABAN / CALL. VIA CARPETANA;2;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;5;437677,67;4472242,95;N;NULL
2020S007714;02/06/2020;21:40:00;CALL. LOPEZ DE ARANDA, 30;30;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;De 6  a  9 años;Hombre;2;446017,02;4477141,63;N;NULL
2020S007722;03/06/2020;18:45:00;CALL. FERRAZ / CALL. IRUN;1;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Mujer;14;439239,36;4475098,51;N;NULL
2020S007724;03/06/2020;19:55:00;CALL. VIA CARPETANA, 43;43;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;2;437797,59;4472370,39;N;NULL
2020S007734;03/06/2020;23:10:00;CALL. BRAVO MURILLO, 298;298;TETUÁN;Alcance;Lluvia débil;Bicicleta;Conductor;De 40 a 44 años;Hombre;1;440887,55;4479317,33;N;NULL
2020S007753;03/06/2020;13:50:00;CALL. HULLA, 31;31;VILLAVERDE;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;442170,35;4465782,49;N;NULL
2020S007753;03/06/2020;13:50:00;CALL. HULLA, 31;31;VILLAVERDE;Caída;Despejado;Bicicleta;Pasajero;De 6  a  9 años;Mujer;14;442170,35;4465782,49;N;NULL
2020S007754;03/06/2020;1:05:00;PASEO. YESERIAS / GTA. PIRAMIDES;1;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;1;439519,2;4472465,71;N;NULL
2020S007762;03/06/2020;20:00:00;CTRA. VENTA DE LA RUBIA / AUTOV. M-40;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;2;430770,76;4469865,46;N;NULL
2020S007770;04/06/2020;16:15:00;CALL. ARTURO SORIA / CALL. CARLOTA O'NEILL;73;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;445112,88;4477393,13;N;NULL
2020S007782;04/06/2020;20:25:00;AVDA. LUIS ARAGONES / CALL. SAN HILARIO;4;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;5;448995,3;4476323,45;N;NULL
2020S007784;01/06/2020;21:10:00;AVDA. LOGROÑO, 16;16;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;448731,94;4478166,13;N;NULL
2020S007785;04/06/2020;20:33:00;GTA. S.A.R. DON JUAN DE BORBON Y BATTEMBERG, 5;5;BARAJAS;Colisión lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;447867,78;4478996,97;N;NULL
2020S007812;02/06/2020;21:50:00;CALL. MANUEL POMBO ANGULO, 8;8;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;444365,83;4484124,48;N;NULL
2020S007846;06/06/2020;3:30:00;GTA. LOPEZ DE HOYOS / CALL. FRANCISCO SILVELA;1;CHAMARTÍN;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Mujer;1;442229,49;4476854,23;N;NULL
2020S007862;05/06/2020;22:00:00;PASEO. EMBARCADERO / PASEO. AZUL;1;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;14;438498,11;4474461,12;N;NULL
2020S007862;05/06/2020;22:00:00;PASEO. EMBARCADERO / PASEO. AZUL;1;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;2;438498,11;4474461,12;N;NULL
2020S007878;06/06/2020;21:20:00;CALL. PEDRO BOSCH, 0;0;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;2;442568,63;4472244,74;N;NULL
2020S007883;06/06/2020;22:05:00;CALL. ALCALA, 420;420;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;445942,22;4476558,23;N;NULL
2020S007897;06/06/2020;23:45:00;CALL. ARTURO SORIA / CALL. ANGELITA CAVERO;106;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;NULL;445046,75;4477495,99;N;NULL
2020S007898;06/06/2020;21:20:00;CALL. ESTEBAN CARROS / AVDA. JOAQUIN GARRIGUES WALKER;48;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;2;443996,59;4469057,56;N;NULL
2020S007900;07/06/2020;7:50:00;AVDA. REAL DE PINTO / CALL. LAGUNA DALGA;167;VILLAVERDE;Colisión lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;439192,6;4464546,2;N;NULL
2020S007903;07/06/2020;11:05:00;PLAZA. CASTILLA / CALL. BRAVO MURILLO;3;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;NULL;441454,68;4479725,55;N;NULL
2020S007934;07/06/2020;22:42:00;CALL. SANTA ENGRACIA, 54;54;CHAMBERÍ;Alcance;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Mujer;1;440773,41;4476202,85;N;NULL
2020S007946;08/06/2020;12:00:00;AVDA. ALBUFERA / CALL. SIERRA FALADORA;144;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;3;444658,98;4471384,44;N;NULL
2020S007960;07/06/2020;14:35:00;CALL. NUESTRA SEÑORA DE VALVERDE, 227;227;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;1;441931,62;4484330,46;N;NULL
2020S007964;07/06/2020;19:40:00;CALL. CHIMICHAGUA, 2;2;HORTALEZA;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;7;446178,95;4480519,89;N;NULL
2020S007964;07/06/2020;19:40:00;CALL. CHIMICHAGUA, 2;2;HORTALEZA;Choque contra obstáculo fijo;Despejado;Bicicleta;Peatón;Más de 74 años;Mujer;7;446178,95;4480519,89;N;NULL
2020S007987;07/06/2020;2:15:00;PLAZA. ESPAÑA, 7;7;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;7;439584,93;4474888,95;N;NULL
2020S008016;09/06/2020;19:20:00;PLAZA. ESPAÑA, 20 FRENTE AL 5;20;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Hombre;1;439634,27;4475034,43;N;NULL
2020S008017;09/06/2020;20:15:00;CALL. VALDERREBOLLO, 5;5;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;3;446727,51;4469317,57;N;NULL
2020S008018;09/06/2020;20:10:00;CALL. NARVAEZ / CALL. O'DONNELL;28;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Mujer;7;442633,83;4474723,35;N;NULL
2020S008037;10/06/2020;9:40:00;PASEO. EDUARDO DATO / CALL. ZURBANO;21;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;441273,1;4476055,06;N;NULL
2020S008038;10/06/2020;11:20:00;AVDA. ARCENTALES, 2 JUNTO A ESCALERA DE METRO;2;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;2;446822;4475148,08;N;NULL
2020S008039;10/06/2020;10:40:00;CALL. RAIMUNDO FERNANDEZ VILLAVERDE, 26;26;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Mujer;5;440635,76;4477517,48;N;NULL
2020S008055;09/06/2020;19:40:00;AVDA. POBLADOS, 130;130;USERA;Colisión frontal;NULL;Bicicleta;Conductor;De 40 a 44 años;Hombre;NULL;439351,79;4469478,08;N;NULL
2020S008079;11/06/2020;3:10:00;PLAZA. SAN JUAN DE LA CRUZ / PASEO. CASTELLANA;1;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;NULL;441226,84;4476930,24;N;NULL
2020S008089;09/06/2020;7:05:00;PASEO. PINOS, 0;0;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;1;439428,49;4472428,37;N;NULL
2020S008091;10/06/2020;10:15:00;PASEO. YESERIAS, 9;9;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;439581,36;4472429,13;N;NULL
2020S008119;11/06/2020;13:30:00;CALL. VERSALLES, 31;31;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;14;447552,76;4474128,01;N;NULL
2020S008119;11/06/2020;13:30:00;CALL. VERSALLES, 31;31;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 70 a 74 años;Hombre;2;447552,76;4474128,01;N;NULL
2020S008137;12/06/2020;9:15:00;CALL. MACHAQUITO / AVDA. MADROÑOS;2;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;1;446644,14;4478540,09;N;NULL
